Site,Date_Asat,Date_Rd,Species,Code,Fixer,Nonfixer,Meas,Treatment,Rep,T30_air,Tair,Tleaf,Tleaf_cor,A_area,A_mass,Rd_area,Rd_mass,E,g,WUE (A/g),%N_mass,gN_m-2,LMA,d13C,Leaf_bio_g_end,AGB_est_kg_harv,NLIM,NSAT,NLIM_Alt1,NLSAT_Alt1,NLIM_Alt2,NSAT_Alt2,WL/DIS/DAM,Use_biomass_end
W,7/20/2019,NA,CAEQ,CAEQ,1,0,1,NP,7,23.4,26.7,28.53333333,29.1611,13.84416247,46.73923857,NA,NA,0.00195,0.129513347,106.8937128,1.4,4.14,296.2,-29.92,2196.48675,9.415923956,0,1,0,1,0,1,0,0
W,7/20/2019,NA,CAEQ,CAEQ,1,0,1,NP,8,23.4,26.83333333,28.4,28.81875333,17.53118517,56.01017626,NA,NA,0.00332,0.251114294,69.8135694,1.7,5.33,313,-29.51,3927.721966,16.9886063,0,1,0,1,0,1,0,1
W,7/20/2019,NA,CAEQ,CAEQ,1,0,1,NP,9,23.4,26.45,28.17333333,28.714882,10.75177995,32.21989795,NA,NA,0.00353,0.164655804,65.29851764,1.72,5.73,333.7,-28.75,1148.294024,4.327430295,0,1,0,1,0,1,0,1
W,7/16/2019,NA,GLSE,GLSE,1,0,1,HN,1,23.4,26.37333333,31.04333333,33.89447933,13.44183664,270.4594898,NA,NA,0.00244,0.073314849,183.3439866,3.1,1.54,49.7,-26.95,417.72369,2.268200619,0,1,0,1,0,1,0,1
W,7/16/2019,NA,GLSE,GLSE,1,0,1,HN,2,23.4,27.15333333,33.00333333,36.77936333,13.49619112,297.2729321,NA,NA,0.00269,0.064405445,209.5504683,4.76,2.16,45.4,-27.49,1.3944,0.004678547,0,1,0,1,0,1,0,0
W,7/16/2019,NA,GLSE,GLSE,1,0,1,HN,3,23.4,26.67,30.25333333,32.25275,19.23595993,372.0688575,NA,NA,0.00475,0.182232387,105.5573067,3.53,1.82,51.7,-27.99,26.03974,0.064969151,0,1,0,1,0,1,0,1
W,7/16/2019,NA,GLSE,GLSE,1,0,1,HN,4,23.4,26.88333333,29.46,30.67039133,12.25389934,233.8530408,NA,NA,0.00224,0.114327271,107.1826458,2.98,1.56,52.4,-30.42,12.425788,0.028421489,0,1,0,1,0,1,0,1
W,7/17/2019,NA,GLSE,GLSE,1,0,1,HN,5,23.4,25.1,26.90333333,27.507586,12.8874471,263.5469754,NA,NA,0.00344,0.228900074,56.3016293,2.69,1.31,48.9,-27.91,208.016186,1.570964159,0,1,0,1,0,1,0,1
W,7/17/2019,NA,GLSE,GLSE,1,0,1,HN,6,23.4,26.18666667,27.91,28.45154867,23.91531079,385.7308193,NA,NA,0.00499,0.314880345,75.95047186,3.32,2.06,62,-28.63,533.03849,1.812728838,0,1,0,1,0,1,0,1
W,7/17/2019,NA,GLSE,GLSE,1,0,1,HN,7,23.4,26.55666667,29.09,30.26642667,22.90038364,374.1892751,NA,NA,0.00481,0.249507808,91.78223247,3.54,2.16,61.2,-26.56,168.523936,0.531789061,0,1,0,1,0,1,0,1
W,7/17/2019,NA,GLSE,GLSE,1,0,1,HN,8,23.4,26.89,29.33,30.433272,25.27159746,503.4182761,NA,NA,0.00501,0.290944862,86.86043556,3.61,1.81,50.2,-27.14,74.602563,0.31336931,0,1,0,1,0,1,0,1
W,7/20/2019,NA,GLSE,GLSE,1,0,1,HN,9,23.4,27.09333333,29.7,30.93390533,18.5708296,276.351631,NA,NA,0.00488,0.210634888,88.16597177,2.93,1.97,67.2,-29.21,72.368848,0.354876225,0,1,0,1,0,1,0,0
W,7/16/2019,NA,GLSE,GLSE,1,0,1,LN,1,23.4,26.37,30.49,32.910056,18.69404018,324.5493088,NA,NA,0.00388,0.13144985,142.2142373,3.01,1.73,57.6,-27.42,303.686824,1.196844965,0,1,0,1,0,1,0,1
W,7/16/2019,NA,GLSE,GLSE,1,0,1,LN,2,23.4,27.13666667,30.67,32.63022667,24.00933743,495.0378852,NA,NA,0.0068,0.264419194,90.80028207,3.52,1.71,48.5,-28.28,1.77317,0.007349559,0,1,0,1,0,1,0,0
W,7/16/2019,NA,GLSE,GLSE,1,0,1,LN,3,23.4,26.65,31.47333333,34.444662,14.0706883,213.192247,NA,NA,0.00229,0.070174188,200.5108814,2.12,1.4,66,-27.12,24.111908,0.0139149,0,1,0,1,0,1,0,0
W,7/16/2019,NA,GLSE,GLSE,1,0,1,LN,4,23.4,26.56333333,30.05,31.97364933,21.12004902,482.1929,NA,NA,0.00529,0.22470066,93.99193121,2.72,1.19,43.8,-28.7,42.670108,0.169451512,0,1,0,1,0,1,0,1
W,7/17/2019,NA,GLSE,GLSE,1,0,1,LN,6,23.4,26.51333333,29.10333333,30.32417533,21.79054421,311.2934887,NA,NA,0.00387,0.200633125,108.6089059,3.3,2.31,70,-27.02,241.37548,0.748190065,0,1,0,1,0,1,0,1
W,7/17/2019,NA,GLSE,GLSE,1,0,1,LN,7,23.4,26.72,29.31333333,30.536788,16.75016656,287.3098895,NA,NA,0.00327,0.159911612,104.7464054,2.63,1.53,58.3,-28.03,7.152776,0.009667591,0,1,0,1,0,1,0,0
W,7/17/2019,NA,GLSE,GLSE,1,0,1,LN,8,23.4,26.89333333,28.76666667,29.42578533,16.58456612,309.9918902,NA,NA,0.00527,0.346052834,47.92495395,2.37,1.27,53.5,-29.98,4.633349,0.016501698,0,1,0,1,0,1,0,0
W,7/20/2019,NA,GLSE,GLSE,1,0,1,LN,9,23.4,26.42333333,27.80666667,28.08172333,20.26366456,422.1596783,NA,NA,0.00615,0.355241667,57.04191376,3.87,1.86,48,-28.53,1261.03265,18.22123466,0,1,0,1,0,1,0,0
W,7/16/2019,NA,GLSE,GLSE,1,0,1,MN,1,23.4,26.51333333,30,31.92364933,21.57136503,355.3766891,NA,NA,0.00555,0.21286489,101.338295,2.81,1.71,60.7,-28.9,58.976283,0.405400598,0,1,0,1,0,1,0,1
W,7/16/2019,NA,GLSE,GLSE,1,0,1,MN,2,23.4,27.53666667,31.61,33.99347867,8.089044328,127.1862316,NA,NA,0.00176,0.055635914,145.3924955,2.33,1.48,63.6,-28.82,0.787722,0.006528416,0,1,0,1,0,1,0,0
W,7/16/2019,NA,GLSE,GLSE,1,0,1,MN,3,23.4,26.47,31.01,33.759252,17.23322439,289.6340234,NA,NA,0.00331,0.109200164,157.8131737,3.43,2.04,59.5,-27.35,282.116333,0.708988481,0,1,0,1,0,1,0,1
W,7/16/2019,NA,GLSE,GLSE,1,0,1,MN,4,23.4,26.37,30.15666667,32.315456,22.56008549,435.5228859,NA,NA,0.00344,0.14938832,151.0163946,2.7,1.4,51.8,-28.95,4426.822285,27.66080859,0,1,0,1,0,1,0,1
W,7/17/2019,NA,GLSE,GLSE,1,0,1,MN,5,23.4,26.19666667,28.12333333,28.82425467,6.890869176,125.0611466,NA,NA,0.0033,0.199583373,34.52626877,2.93,1.61,55.1,-29.64,2.316402,0.003786822,0,1,0,1,0,1,0,0
W,7/17/2019,NA,GLSE,GLSE,1,0,1,MN,6,23.4,26.48333333,28.25666667,28.83740533,21.77284579,444.3437917,NA,NA,0.00545,0.34931675,62.32980751,3.35,1.64,49,-28.33,233.753429,0.742580359,0,1,0,1,0,1,0,1
W,7/17/2019,NA,GLSE,GLSE,1,0,1,MN,7,23.4,26.77333333,29.02333333,29.97768333,22.25266613,459.7658291,NA,NA,0.00484,0.27816981,79.99669732,3.55,1.72,48.4,-28.81,307.72913,0.990608031,0,1,0,1,0,1,0,1
W,7/17/2019,NA,GLSE,GLSE,1,0,1,MN,8,23.4,26.85,29.72666667,31.172198,22.53770996,459.0164962,NA,NA,0.00452,0.233259331,96.620829,3.27,1.61,49.1,-28.87,470.184245,1.633282979,0,1,0,1,0,1,0,1
W,7/20/2019,NA,GLSE,GLSE,1,0,1,MN,9,23.4,26.92333333,30.86333333,33.14230533,8.782268613,142.5692957,NA,NA,0.00271,0.088782706,98.91868541,2.48,1.53,61.6,-29.02,537.527035,0.982237159,0,1,0,1,0,1,0,0
W,7/17/2019,NA,GLSE,GLSE,1,0,1,NP,1,23.4,25.07,27.07,27.8284,13.34694375,286.415102,NA,NA,0.00272,0.191307181,69.76708188,2.99,1.39,46.6,-28.86,48.250823,0.141468713,0,1,0,1,0,1,0,0
W,7/16/2019,NA,GLSE,GLSE,1,0,1,NP,2,23.4,27.19,30.29333333,31.916526,17.94880964,400.6430724,NA,NA,0.00759,0.328835879,54.58288097,3.51,1.57,44.8,-31.35,93.360667,0.432468949,0,1,0,1,0,1,0,1
W,7/16/2019,NA,GLSE,GLSE,1,0,1,NP,3,23.4,26.77,30.45666667,32.537076,18.42462312,387.8868024,NA,NA,0.00407,0.158651501,116.1326742,3.93,1.86,47.5,-29.88,604.80842,2.196140214,0,1,0,1,0,1,0,1
W,7/16/2019,NA,GLSE,GLSE,1,0,1,NP,4,23.4,26.43,31.26666667,34.248446,19.79233682,345.4160004,NA,NA,0.00294,0.100103421,197.7188861,3.36,1.93,57.3,-27.9,154.942393,0.683059573,0,1,0,1,0,1,0,1
W,7/17/2019,NA,GLSE,GLSE,1,0,1,NP,5,23.4,25.95333333,27.19,27.35009933,23.82314279,430.7982421,NA,NA,0.00437,0.373353563,63.80853205,3.62,2,55.3,-29.34,19.658776,0.064100124,0,1,0,1,0,1,0,0
W,7/17/2019,NA,GLSE,GLSE,1,0,1,NP,6,23.4,26.14333333,27.62333333,27.97415733,23.06234926,428.6682019,NA,NA,0.00499,0.338273004,68.17673583,3.78,2.03,53.8,-26.99,3421.474861,16.90306307,0,1,0,1,0,1,0,1
W,7/20/2019,NA,GLSE,GLSE,1,0,1,NP,8,23.4,27.02333333,29.66666667,30.92931133,13.61031396,320.9979707,NA,NA,0.00438,0.266062436,51.1545868,4.6,1.95,42.4,-32.2,60.587161,0.147714775,0,1,0,1,0,1,0,0
W,7/20/2019,NA,GLSE,GLSE,1,0,1,NP,9,23.4,26.6,30.15333333,32.129236,10.20371833,233.4946987,NA,NA,0.00243,0.07990169,127.703411,3.44,1.5,43.7,-30.35,629.603498,5.746233689,0,1,0,1,0,1,0,1
W,7/16/2019,NA,PSCA,PSCA,0,1,1,HN,1,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,2.35,187.6,-29.83,490.226789,2.178217958,0,1,0,1,0,1,1,1
W,7/16/2019,NA,PSCA,PSCA,0,1,1,HN,2,23.4,26.90666667,32.18,35.50403867,4.404671615,22.13402821,NA,NA,0.00215,0.057426159,76.70148415,1.2,2.4,199,-29.56,207.950042,0.488782248,0,1,0,1,0,1,0,0
W,7/16/2019,NA,PSCA,PSCA,0,1,1,HN,3,23.4,26.75,32.06,35.412778,6.142536709,31.94246858,NA,NA,0.00196,0.053167201,115.5324454,1.25,2.4,192.3,-29.88,173.427812,0.282428837,0,1,0,1,0,1,0,0
W,7/16/2019,NA,PSCA,PSCA,0,1,1,HN,4,23.4,26.33,31.53,34.79656,14.40160583,93.27464914,NA,NA,0.00317,0.095730076,150.4397205,1.38,2.12,154.4,-30.34,205.356513,0.518997737,0,1,0,1,0,1,0,0
W,7/17/2019,NA,PSCA,PSCA,0,1,1,HN,5,23.4,25.1,27.91333333,29.309224,3.763127348,22.62854689,NA,NA,0.00204,0.10230871,36.78208205,1.32,2.2,166.3,-31.9,218.275278,0.559023799,0,1,0,1,0,1,1,0
W,7/17/2019,NA,PSCA,PSCA,0,1,1,HN,6,23.4,26.36333333,29.42,31.00661533,12.78434752,63.79414933,NA,NA,0.00367,0.16351877,78.18275227,1.24,2.48,200.4,-30.04,292.461785,0.84253626,0,1,0,1,0,1,1,1
W,7/17/2019,NA,PSCA,PSCA,0,1,1,HN,7,23.4,26.45,28.96666667,30.13003,14.15134404,54.70175507,NA,NA,0.00436,0.226708401,62.42090721,1.25,3.23,258.7,-30.41,220.829201,0.58813468,0,1,0,1,0,1,1,1
W,7/17/2019,NA,PSCA,PSCA,0,1,1,HN,8,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,330.606612,0.64290116,0,1,0,1,0,1,1,1
W,7/20/2019,NA,PSCA,PSCA,0,1,1,HN,9,23.4,26.48,30.30333333,32.490862,7.361193549,45.89272786,NA,NA,0.00234,0.076922568,95.69614878,1.53,2.45,160.4,-30.59,144.294729,0.375223336,0,1,0,1,0,1,1,0
W,7/16/2019,NA,PSCA,PSCA,0,1,1,LN,1,23.4,26.29333333,30.92333333,33.74312733,16.60731271,79.15782991,NA,NA,0.00346,0.107496544,154.4915971,1.22,2.57,209.8,-29.63,451.904029,1.858104459,1,0,0,1,1,0,0,1
W,7/16/2019,NA,PSCA,PSCA,0,1,1,LN,2,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,1.51,117.5,-29.55,186.637026,0.363674617,1,0,0,1,1,0,1,1
W,7/16/2019,NA,PSCA,PSCA,0,1,1,LN,3,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,2.88,254.8,-29.87,177.305707,0.302159415,1,0,0,1,1,0,1,1
W,7/16/2019,NA,PSCA,PSCA,0,1,1,LN,4,23.4,26.37,30.89333333,33.629522,11.98042416,54.45647343,NA,NA,0.00307,0.111794699,107.1645104,1.09,2.41,220,-30.5,179.502597,0.227830379,1,0,0,1,1,0,0,1
W,7/17/2019,NA,PSCA,PSCA,0,1,1,LN,5,23.4,25.85,27.65,28.25164,16.75357557,116.0219915,NA,NA,0.00372,0.26794597,62.52594717,1.4,2.02,144.4,-30.8,56.526835,0.027462459,1,0,0,1,1,0,0,1
W,7/17/2019,NA,PSCA,PSCA,0,1,1,LN,6,23.4,26.43,29.81333333,31.65599,14.37073511,71.60306485,NA,NA,0.00313,0.133674664,107.5053016,0.95,1.9,200.7,-28.17,358.14803,0.959685795,1,0,0,1,1,0,0,0
W,7/17/2019,NA,PSCA,PSCA,0,1,1,LN,7,23.4,26.64333333,29.25,30.48390533,17.64542347,69.91055257,NA,NA,0.00433,0.223155233,79.07241627,0.89,2.24,252.4,-29.33,265.689713,0.514064557,1,0,0,1,1,0,0,1
W,7/17/2019,NA,PSCA,PSCA,0,1,1,LN,8,23.4,26.87666667,30.28666667,32.15022467,18.55532409,89.25119811,NA,NA,0.00386,0.168283613,110.262216,1.1,2.28,207.9,-27.94,135.11142,0.18523836,1,0,0,1,1,0,0,0
W,7/20/2019,NA,PSCA,PSCA,0,1,1,LN,9,23.4,26.525,29.56,31.129633,12.40566455,66.94908017,NA,NA,0.00398,0.171855328,72.18667418,1.07,1.98,185.3,-29.09,398.672674,2.065161327,1,0,0,1,1,0,0,0
W,7/16/2019,NA,PSCA,PSCA,0,1,1,MN,1,23.4,26.59333333,31.4,34.35826533,16.47074289,76.21815312,NA,NA,0.00402,0.118417123,139.0908891,1.24,2.69,216.1,-28.29,357.367572,0.794728472,0,1,0,1,0,1,0,0
W,7/16/2019,NA,PSCA,PSCA,0,1,1,MN,2,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,108.118878,0.116275608,0,1,0,1,0,1,1,1
W,7/16/2019,NA,PSCA,PSCA,0,1,1,MN,3,23.4,26.58,30.38333333,32.555186,14.44595199,85.8345335,NA,NA,0.00565,0.216819711,66.62656226,1.37,2.31,168.3,-31.01,143.469931,0.170816078,0,1,0,1,0,1,0,0
W,7/16/2019,NA,PSCA,PSCA,0,1,1,MN,4,23.4,26.18333333,30.43,32.94933733,16.44724932,81.99027579,NA,NA,0.00288,0.11844929,138.8547738,1.25,2.51,200.6,-30.18,397.876735,1.288023928,0,1,0,1,0,1,0,1
W,7/17/2019,NA,PSCA,PSCA,0,1,1,MN,5,23.4,25.91666667,29.19333333,30.95238467,7.743194446,42.52166088,NA,NA,0.00122,0.05331696,145.2294803,1.26,2.29,182.1,-28.7,344.311008,0.91254222,0,1,0,1,0,1,0,1
W,7/17/2019,NA,PSCA,PSCA,0,1,1,MN,6,23.4,26.39,28.83666667,29.945164,14.53516533,82.58616668,NA,NA,0.00406,0.210861031,68.93243998,1.41,2.49,176,-30.02,169.756612,0.210553225,0,1,0,1,0,1,1,0
W,7/17/2019,NA,PSCA,PSCA,0,1,1,MN,7,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,202.909104,0.567437177,0,1,0,1,0,1,1,0
W,7/17/2019,NA,PSCA,PSCA,0,1,1,MN,8,23.4,26.97333333,30.57,32.57986733,12.88486756,89.60269516,NA,NA,0.00345,0.142159236,90.63686563,1.52,2.18,143.8,-29.08,305.112987,1.000742349,0,1,0,1,0,1,0,0
W,7/20/2019,NA,PSCA,PSCA,0,1,1,MN,9,23.4,26.69333333,29.46333333,30.82525933,16.26357428,95.83720848,NA,NA,0.00456,0.186922437,87.00707405,1.36,2.31,169.7,-29.86,264.129969,0.694672301,0,1,0,1,0,1,0,0
W,7/16/2019,NA,PSCA,PSCA,0,1,1,NP,1,23.4,26.63666667,30.97,33.55726667,18.50500589,89.43937114,NA,NA,0.0045,0.144820947,127.7785169,1.4,2.89,206.9,-27.71,380.211025,1.006262862,0,1,0,1,0,1,0,0
W,7/16/2019,NA,PSCA,PSCA,0,1,1,NP,2,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68,2.39,142.2,-29.36,63.869859,0.07742111,0,1,0,1,0,1,1,0
W,7/16/2019,NA,PSCA,PSCA,0,1,1,NP,3,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,59.527087,0.050669959,0,1,0,1,0,1,1,0
W,7/16/2019,NA,PSCA,PSCA,0,1,1,NP,4,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,192.50855,0.287098102,0,1,0,1,0,1,1,0
W,7/17/2019,NA,PSCA,PSCA,0,1,1,NP,5,23.4,25.88,27.91,28.691914,13.22714244,82.61800399,NA,NA,0.00288,0.182675514,72.40785653,1.24,1.99,160.1,-28.67,125.834152,0.146087736,0,1,0,1,0,1,0,1
W,7/20/2019,NA,PSCA,PSCA,0,1,1,NP,8,23.4,26.86666667,30.46666667,32.47914667,12.55037972,72.92492573,NA,NA,0.00337,0.135364799,92.71523925,1.4,2.41,172.1,-28.62,306.906158,0.854209835,0,1,0,1,0,1,0,1
W,7/20/2019,NA,PSCA,PSCA,0,1,1,NP,9,23.4,26.51333333,28.98666667,30.11606533,12.53326291,69.12996643,NA,NA,0.00461,0.20534227,61.03596179,1.23,2.23,181.3,-30.04,245.771673,0.867965202,0,1,0,1,0,1,0,0
V,7/19/2019,NA,ACKO,ACKO,1,0,1,HN,2,19.9,25.17666667,26.60666667,26.91830067,29.42838368,242.8084462,NA,NA,0.00536,0.389151711,75.62187928,3.1,3.76,121.2,-30.46,1153.02407,4.090148919,0,1,0,1,0,1,0,1
V,7/19/2019,NA,ACKO,ACKO,1,0,1,HN,4,19.9,25.22333333,26.66333333,26.98280533,19.84477139,93.74006325,NA,NA,0.00439,0.297202848,66.77180751,1.69,3.59,211.7,-28.21,2775.388762,11.57575903,0,1,0,1,0,1,0,1
V,7/19/2019,NA,ACKO,ACKO,1,0,1,HN,5,19.9,24.50333333,24.56333333,23.80116133,15.57134226,102.2412492,NA,NA,0.00379,0.346840521,44.8948185,2.23,3.4,152.3,-27.94,2144.644543,8.529825551,0,1,0,1,0,1,0,1
V,7/18/2019,NA,ACKO,ACKO,1,0,1,HN,6,19.9,25.14333333,27.43666667,28.42498133,16.48672798,126.6261749,NA,NA,0.00373,0.178480538,92.37269344,2.77,3.61,130.2,-26.61,3242.439784,13.91713114,0,1,0,1,0,1,0,1
V,7/18/2019,NA,ACKO,ACKO,1,0,1,HN,8,19.9,24.97666667,25.43,24.97612267,8.202862461,33.57700557,NA,NA,0.00246,0.175972774,46.61438396,2.01,4.91,244.3,-29.2,8.094544749,0.01151011,0,1,0,1,0,1,0,0
V,7/20/2019,NA,ACKO,ACKO,1,0,1,LN,1,19.9,25.61,27.28333333,27.785692,11.10012146,39.08493472,NA,NA,0.003,0.205546973,54.0028456,1.44,4.08,284,-29.95,485.3650752,1.467905195,0,1,0,1,0,1,0,1
V,7/19/2019,NA,ACKO,ACKO,1,0,1,LN,2,19.9,25.43333333,27.54666667,28.39389733,18.74022669,84.52966481,NA,NA,0.00541,0.291402782,64.31039055,2.14,4.75,221.7,-29.32,582.9797155,1.823702545,0,1,0,1,0,1,0,1
V,7/19/2019,NA,ACKO,ACKO,1,0,1,LN,4,19.9,24.95,26.29,26.531092,21.68202325,125.4746716,NA,NA,0.00419,0.326002069,66.50885178,2.4,4.15,172.8,-28.32,33.29517541,0.061445625,0,1,0,1,0,1,0,1
V,7/19/2019,NA,ACKO,ACKO,1,0,1,LN,5,19.9,24.33333333,25.26666667,25.18901333,16.98122749,59.70895741,NA,NA,0.00342,0.231550868,73.33692016,1.69,4.8,284.4,-26.87,3166.593127,13.53240736,0,1,0,1,0,1,0,1
V,7/18/2019,NA,ACKO,ACKO,1,0,1,LN,6,19.9,25.43333333,26.99666667,27.41280733,21.43438155,122.2725702,NA,NA,0.00541,0.354556058,60.45413993,2.14,3.76,175.3,-29.08,189.4013178,0.481585475,0,1,0,1,0,1,0,1
V,7/18/2019,NA,ACKO,ACKO,1,0,1,LN,7,19.9,24.80333333,26.67666667,27.33578533,14.7217139,72.20065669,NA,NA,0.00345,0.195799252,75.18779444,2.07,4.21,203.9,-28.14,986.8637029,3.401728688,0,1,0,1,0,1,0,1
V,7/18/2019,NA,ACKO,ACKO,1,0,1,LN,8,19.9,24.67333333,26.10333333,26.41496733,19.28924939,100.3081091,NA,NA,0.00411,0.267864906,72.01111078,1.75,3.37,192.3,-30.33,1694.592351,6.453471741,0,1,0,1,0,1,0,1
V,7/19/2019,NA,ACKO,ACKO,1,0,1,MN,1,19.9,25.10333333,27.67,28.87255333,14.00691817,63.37972021,NA,NA,0.00357,0.16464914,85.07131084,1.87,4.14,221,-28.49,316.6959946,0.885298488,0,1,0,1,0,1,0,0
V,7/19/2019,NA,ACKO,ACKO,1,0,1,MN,3,19.9,25.34333333,27.07333333,27.62010733,17.21431432,66.69629725,NA,NA,0.00481,0.315078971,54.63491981,2.44,6.3,258.1,-29.45,2394.759787,9.720265536,0,1,0,1,0,1,0,1
V,7/19/2019,NA,ACKO,ACKO,1,0,1,MN,4,19.9,24.99333333,26.93666667,27.65065133,17.5381589,73.16712096,NA,NA,0.00335,0.22204486,78.9847553,1.82,4.35,239.7,-28.94,12473.73387,68.63395304,0,1,0,1,0,1,0,0
V,7/18/2019,NA,ACKO,ACKO,1,0,1,MN,5,19.9,25.45333333,27.53333333,28.35443733,16.74934457,74.80725579,NA,NA,0.00515,0.279808273,59.86007622,1.73,3.88,223.9,-30.23,230.9047453,0.608956256,0,1,0,1,0,1,0,1
V,7/18/2019,NA,ACKO,ACKO,1,0,1,MN,7,19.9,24.76666667,26.11,26.35370467,20.83182327,88.23305068,NA,NA,0.00305,0.238401802,87.38114838,2.28,5.39,236.1,-29.14,2293.410615,9.234980174,0,1,0,1,0,1,0,1
V,7/18/2019,NA,ACKO,ACKO,1,0,1,MN,8,19.9,24.48,25.37333333,25.264328,18.57076491,110.7380138,NA,NA,0.00443,0.306530953,60.58365297,2.17,3.64,167.7,-28.42,1412.347076,5.200960245,0,1,0,1,0,1,0,1
V,7/19/2019,NA,ACKO,ACKO,1,0,1,NP,3,19.9,25.44,28.16,29.482736,16.30006012,76.16850524,NA,NA,0.00366,0.182388823,89.36984114,2.1,4.5,214,-28.66,8444.455456,43.23959152,0,1,0,1,0,1,0,1
V,7/19/2019,NA,ACKO,ACKO,1,0,1,NP,4,19.9,24.58,25.80666667,25.958928,18.11427621,106.0554813,NA,NA,0.00375,0.258112065,70.17988965,2.71,4.64,170.8,-28,5626.053343,26.73014228,0,1,0,1,0,1,0,1
V,7/18/2019,NA,ACKO,ACKO,1,0,1,NP,6,19.9,24.99333333,26.86,27.51389333,16.0813506,74.6580808,NA,NA,0.00371,0.204579223,78.60695892,2.19,4.72,215.4,-28.43,441.9575079,1.313739848,0,1,0,1,0,1,0,1
V,7/18/2019,NA,ACKO,ACKO,1,0,1,NP,7,19.9,24.57,26.75666667,27.661376,4.995048849,20.17386449,NA,NA,0.00114,0.058118794,85.94550017,1.13,2.79,247.6,-27.59,2492.784847,10.19325244,0,1,0,1,0,1,0,1
V,7/19/2019,NA,DOVI,DOVI,0,1,1,HN,1,19.9,25.35666667,27.49666667,28.36479867,20.85894416,216.3790887,NA,NA,0.00384,0.188329195,110.7578892,2.9,2.8,96.4,-24.96,1911.710617,8.530828559,0,1,0,1,0,1,0,1
V,7/19/2019,NA,DOVI,DOVI,0,1,1,HN,2,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21,1.83,82.8,-23.86,1365.888643,6.016374373,0,1,0,1,0,1,1,1
V,7/19/2019,NA,DOVI,DOVI,0,1,1,HN,4,19.9,25.28666667,27.54,28.49696267,19.04407017,176.8251641,NA,NA,0.00345,0.184543355,103.1956429,2.03,2.19,107.7,-25.99,1257.486646,5.521198817,0,1,0,1,0,1,0,1
V,7/18/2019,NA,DOVI,DOVI,0,1,1,HN,6,19.9,25.26333333,27.85,29.06822933,13.42388041,135.7318545,NA,NA,0.00232,0.099857365,134.4305491,2.15,2.12,98.9,-24.27,73.89654971,0.290755039,0,1,0,1,0,1,0,1
V,7/18/2019,NA,DOVI,DOVI,0,1,1,HN,7,19.9,24.73,27.05666667,28.071108,10.87706111,107.3747395,NA,NA,0.00101,0.052780145,206.0824411,2.03,2.06,101.3,-25.4,2351.84541,10.57936797,0,1,0,1,0,1,0,1
V,7/18/2019,NA,DOVI,DOVI,0,1,1,HN,8,19.9,25.22333333,28.02,29.40282733,12.62882842,91.71262472,NA,NA,0.00213,0.089560767,141.0084883,1.62,2.24,137.7,-23.81,538.0626514,2.286113201,0,1,0,1,0,1,0,1
V,7/20/2019,NA,DOVI,DOVI,0,1,1,LN,1,19.9,25.61666667,28.84666667,30.56914067,14.59723628,167.2077466,NA,NA,0.00181,0.081028341,180.1497607,2.02,1.76,87.3,-26.4,732.5472059,3.286542117,1,0,0,1,1,0,0,1
V,7/19/2019,NA,DOVI,DOVI,0,1,1,LN,2,19.9,25.43,28.17,29.508412,15.7238249,159.6327401,NA,NA,0.00333,0.147788148,106.3943563,2.07,2.04,98.5,-27.66,1182.13617,5.952387223,1,0,0,1,1,0,0,1
V,7/19/2019,NA,DOVI,DOVI,0,1,1,LN,3,19.9,25.46666667,28.67,30.37157267,20.68489349,221.2288074,NA,NA,0.00221,0.104433581,198.0674547,1.91,1.79,93.5,-25.3,1024.82586,4.98560443,1,0,0,1,1,0,0,1
V,7/18/2019,NA,DOVI,DOVI,0,1,1,LN,6,19.9,25.49666667,27.75333333,28.71290867,19.40803945,164.0578144,NA,NA,0.00408,0.209579906,92.60448611,2.43,2.87,118.3,-26,2383.441342,14.2124619,1,0,0,1,1,0,0,1
V,7/18/2019,NA,DOVI,DOVI,0,1,1,LN,7,19.9,24.85,26.9,27.69759,9.773847461,97.34907829,NA,NA,0.00246,0.134826458,72.49205829,1.33,1.33,100.4,-28.33,11.95523752,0.019881429,1,0,0,1,1,0,0,1
V,7/18/2019,NA,DOVI,DOVI,0,1,1,LN,8,19.9,24.99666667,27.69,28.99183467,6.244755983,62.82450687,NA,NA,0.00173,0.079459192,78.59073068,1.04,1.03,99.4,-28.59,86.80064302,0.232830505,1,0,0,1,1,0,0,1
V,7/19/2019,NA,DOVI,DOVI,0,1,1,MN,1,19.9,25.30333333,26.97333333,27.47307933,15.45388948,155.9423762,NA,NA,0.00344,0.190154888,81.2700093,1.86,1.85,99.1,-26.64,3732.95379,17.94755981,0,1,0,1,0,1,0,1
